"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher"
"0060930934";"Wasted : A Memoir of Anorexia and Bulimia";"Marya Hornbacher";"1999";"Perennial"
"0393320073";"Something Blue: A Novel";"Jean Christopher Spaugh";"2000";"W.W. Norton & Company"
"0375713042";"Island: The Complete Stories";"Alistair MacLeod";"2002";"Vintage Books USA"
"2277221678";"Maudit Manege";"Philippe Djian";"0";"Kurtzman Sales Inc"
"042513976X";"Close to the Bone";"David Wiltse";"1993";"Berkley Publishing Group"
"0451179897";"House of Smoke";"J. F. Freedman";"1996";"Signet Book"
"0449901815";"Living Loving and Learning";"LEO F. BUSCAGLIA";"1985";"Ballantine Books"
"0385489935";"Dancing at the Harvest Moon: A Novel";"K. C. McKinnon";"1997";"Doubleday Books"
"2290309494";"Virgin suicides";"Eugenides Jeffrey";"2000";"J'ai lu"
"0373262396";"Genealogy Of Murder (Worldwide Library Mysteries)";"Lee Martin";"1997";"Worldwide Library"
"0425156257";"Violent Spring (Ivan Monk Mysteries)";"Gary Phillips";"1997";"Berkley Publishing Group"
"8838910987";"Il birraio di Preston (La memoria)";"Andrea Camilleri";"1995";"Sellerio"
"0140278753";"The Heart of the Matter (Essential Penguin)";"Graham Greene";"1998";"Penguin Books"
"0307020649";"The Gull That Lost the Sea (Little Golden Book)";"Claude Clayton Smith";"1984";"Golden Books"
"0020518307";"The Snows of Kilimanjaro and Other Stories (A Scribner classic)";"Ernest Hemingway";"1982";"Simon & Schuster"
"0571058086";"Waiting for Godot";"Samuel Beckett";"0";"Faber Faber Inc"
"0743444078";"CSI: Cold Burn";"Max Allan Collins";"2003";"Pocket Star"
"0898156122";"Why Cats Paint: A Theory of Feline Aesthetics";"Heather Busch";"1994";"Ten Speed Press"
"0446517410";"The 10 Natural Laws of Successful Time and Life Management: Proven Strategies for Increased Productivity and Inner Peace";"Hyrum W. Smith";"1994";"Warner Books"
"0307127923";"Disney's The Lion King (A Golden Look-Look Book)";"M. Hover";"1994";"Random House Childrens Books"
"0140501711";"Make Way for Ducklings (Picture Puffins)";"Robert McCloskey";"1976";"Puffin Books"
"0373031300";"Father'S Day (Harlequin Romance, No 3130)";"Debbie MacOmber";"1991";"Harlequin"
"0395798671";"Personality Types : Using the Enneagram for Self-Discovery";"Don Richard Riso";"1996";"Houghton Mifflin"
"0312242026";"Hot Night in the City";"Trevanian";"2000";"St Martins Pr"
"0892966548";"Killer Market: A Deborah Knott Mystery (Deborah Knott Mysteries (Hardcover))";"Margaret Maron";"1997";"Warner Books Inc"
"0373262485";"Death And Faxes";"Leslie O'Kane";"1997";"Worldwide Library"
"0307126455";"Disney's Beauty and the Beast (Golden Look-Look Book)";"Michael Teitelbaum";"1991";"Random House Childrens Books"
"0307128237";"Dear Barbie: Riding Champion (Dear Barbie)";"Hitchcock. L. L.";"1995";"Golden Books"
"0816730091";"Hello, First Grade (First Grade Is the Best)";"Joanne Ryder";"1993";"Troll Communications"
"0307100278";"Walt Disney Pictures Presents the Little Mermaid (Golden Super Shape Books)";"Stephanie Calmenson";"1991";"Golden Books Publishing Company"
"030712844X";"Just Lost!";"MERCER MAYER";"1999";"Golden Books"
"037322222X";"Cat And Mouse (Harlequin Intrigue, No 222)";"Dawn Stewardson";"1993";"Harlequin"
"0425169634";"Sins of Betrayal (Sailing Mystery Series, 1)";"Valerie Wilcox";"1999";"Berkley Publishing Group"
"3442040280";"Das R√?¬§tsel der Treverra- Gruft.";"Ellis Peters";"1996";"Goldmann"
"0307125556";"Disney's: The Great Mouse Detective (Golden Look Look Book)";"Disney";"1986";"Golden Books"
"0874060575";"30 Ways to Dump a Sister (Treetop Tales)";"Janet Adele Bloss";"1986";"Pages Publishing Group"
"0373225504";"Captured By A Sheikh (Harlequin Intrigue, 550)";"Dan Diamond";"2000";"Harlequin"
"0553157213";"Encyclopedia Brown Tracks Them Down (Encyclopedia Brown (Paperback))";"DONALD J. SOBOL";"1982";"Skylark"
"1551660687";"Cardinal Rules";"Barbara Delinsky";"1995";"Mira"
"0373482531";"Silhouette Christmas Stories 1988";"Silhouette";"1988";"Silhouette"
"0764223259";"Telling Yourself the Truth";"William Backus";"2000";"Bethany House Publishers"
"067172097X";"STARDANCE";"Spider Robinson";"1991";"Baen"
"0061051128";"Moonfall";"Jack McDevitt";"1999";"Eos"
"1887128255";"The Haiku Year";"Tom Gilroy";"1998";"Soft Skull Press, Inc."
"0743469984";"Department Thirty";"David Kent";"2003";"Pocket Star"
"0373706707";"Merry'S Christmas (Reunited) (Harlequin Superromance)";"Pamela Bauer";"1995";"Harlequin"
"3404143299";"Die Dinge des Lebens.";"Alexandra Jones";"2000";"L√?¬ºbbe"
"0515135968";"Shadow Game";"Christine Feehan";"2003";"Jove Books"
"0075536498";"The Plague";"Albert  Camus";"1965";"McGraw-Hill Humanities/Social Sciences/Languages"
"078600584X";"Presumption of Guilt";"Lelia Kelly";"1998";"Pinnacle Books"
"0373271409";"Way We Wed (A Year Of Loving Dangerously) (Silhouette Intimate Moments, No 1070)";"Pat Warren";"2001";"Silhouette"
"0060542845";"The Holiday Present";"Johanna Lindsey";"2003";"Avon Books"
"0140503528";"Pocket for Corduroy (Picture Puffins)";"Don Freeman";"1980";"Puffin Books"
"0373835353";"Bedazzled";"Jayne Ann Krentz";"2002";"Harlequin"
"0373122322";"His Miracle Baby (Passion) (Harlequin Presents, No. 2232)";"Kate Walker";"2002";"Harlequin"
"0373195966";"Kindergarten Cupids  (An Older Man) (Silhouette Romance, 1596)";"Vivienne Wallington";"2002";"Silhouette"
"0373272081";"IN THE LINE OF FIRE - LONE STAR COUNTRY CLUB (Silhouette Intimate Moments, No. 1138)";"Beverly Bird";"2002";"Silhouette"
"0373240627";"In A Family Way (Women To Watch) (Harlequin Special Edition, No 1062)";"Julia Mozingo";"1996";"Silhouette"
"1570423008";"In Search of Stones : A Pilgrimage of Faith, Reason, And Discovery";"M. Scott Peck";"1995";"Time Warner Audio Major"
"0373764375";"Taming Blackhawk (Secrets!) (Desire, 1437)";"Barbara McCauley";"2002";"Silhouette"
"0373123019";"At Her Boss's Bidding  (Secret Passions)";"Miranda Lee";"2003";"Harlequin"
"037312256X";"The Mistress Scandal  (Passion) (Harlequin Presents, 2256)";"Kim Lawrence";"2002";"Harlequin"
"0373243960";"Something To Talk About (The Windraven Legacy) (Silhouette Special Edition, No 1396)";"Laurie Paige";"2001";"Silhouette"
"1400049520";"Slander : Liberal Lies About the American Right";"ANN COULTER";"2003";"Three Rivers Press"
"0767902076";"Take Time for Your Life: A Personal Coach's Seven-Step Program for Creating the Life You Want";"Cheryl Richardson";"1999";"Broadway Books"
"0590445774";"Encyclopedia Brown Sets the Pace (Encyclopedia Brown (Paperback))";"Donald J. Sobol";"1991";"Scholastic"
"0891075925";"Escape from the Island of Aquarius (Cooper Kids Adventures)";"Frank E. Peretti";"1990";"Crossway Books"
"0590445510";"Moccasin Trail";"Eloise Mcgraw";"0";"Scholastic Inc"
"0312910282";"Fierce Dispute";"Helen Santmyer-Hooven";"1988";"St Martins Pr (Mm)"
"1572970359";"The Golden Globe (Star Wars: Junior Jedi Knights, Book 1)";"Nancy Richardson";"1995";"Berkley Publishing Group"
"0446531588";"Derailed";"James Siegel";"2003";"Warner Books"
"0448412772";"Muppet Treasure Island Treasure Hunt/Includes Book and Stickers";"Lara Rice Bergen";"1996";"Price Stern Sloan Pub (J)"
"0394868838";"The Berenstain Bears and the Dinosaurs";"Stan Berenstain";"1987";"Random House Children's Books"
"0307100111";"Just Be Nice . . . and Not Too Rough! (Just Be Nice . . .)";"Eleanor Fremont";"1996";"Random House Childrens Books"
"1576738825";"Lists to Live By: The Third Collection : For Everything That Really Matters (Lists to Live By)";"Alice Gray";"2001";"Multnomah"
"1577311000";"A Writer's Book of Days: A Spirited Companion and Lively Muse for the Writing Life";"Judy Reeves";"1999";"New World Library"
"0345408039";"Cruel Justice";"William Bernhardt";"1997";"Ballantine Books"
"0060937025";"Three Women : A Novel";"Marge Piercy";"2001";"Perennial"
"0831756055";"Little Mermaid";"Walt Disney Staff";"1989";"Penguin USA (J)"
"0679435506";"Illuminata: Thoughts, Prayers, Rites of Passage";"Marianne Williamson";"1994";"Random House"
"1561792616";"Hattie's Secret Adventures (Hattie Collection, Book 4)";"Marie Frost";"1994";"Tyndale House Pub (J)"
"0671519026";"LITTLE WOMEN : LITTLE WOMEN";"Louisa May Alcott";"1994";"Aladdin"
"0553228129";"Bourne Identity";"Robert Ludlum";"1982";"Bantam Books"
"0590430092";"Song and Dance Man";"Karen Ackerman";"1988";"Scholastic Paperbacks (Mm)"
"0394840771";"The Joke Book (Random House Pictureback)";"Roy McKie";"1979";"Random House Children's Books"
"0316314803";"The Age of Miracles";"Ellen Gilchrist";"1996";"Back Bay Books"
"3257233086";"Die imagin√?¬§re Freundin. Vom Ringen und Schreiben.";"John Irving";"2002";"Diogenes Verlag"
"0890876967";"A Whistling Woman Is Up to No Good: Finding Your Wild Woman";"Laurel King";"1993";"Ten Speed Pr"
"0688139752";"The King of Things and the Cranberry Clown";"John Callahan";"1994";"William Morrow & Company"
"0618134298";"Why I Am a Catholic";"Garry Wills";"2002";"Houghton Mifflin Company"
"0026217457";"Vegetarian Times Complete Cookbook";"Lucy  Moll";"1995";"John Wiley & Sons"
"0345468694";"Blessings";"ANNA QUINDLEN";"2004";"Fawcett Books"
"0671025368";"The Coldest Winter Ever";"Sister Souljah";"2000";"Pocket"
"0451085108";"Night shift";"Stephen King";"1979";"New American Library"
"0451195825";"Leonard Maltin's 1999 Movie & Video Guide (Serial)";"Leonard Maltin";"1998";"Signet Book"
"0345336976";"Without Feathers";"Woody Allen";"1990";"Ballantine Books"
"1570231028";"Change Your Job, Change Your Life: High Impact Strategies for Finding Great Jobs in the Decade Ahead (Change Your Job Change Your Life, 7th ed)";"Ronald L. Krannich";"1999";"Impact Publications"
"0140088946";"Less Than Zero (Contemporary American Fiction)";"Bret Easton Ellis";"1986";"Penguin Books"
"0743482077";"The Dog Walker : A Novel";"Leslie Schnur";"2004";"Atria"
"0425174638";"Crow in Stolen Colors (Alaska Panhandle Mysteries)";"Marcia Simpson";"2000";"Berkley Publishing Group"
"0060169087";"When Did Wild Poodles Roam the Earth?: An Imponderables Book";"David Feldman";"1992";"Harpercollins"
"0373709730";"Fugitive Mom (Harlewuin Superromance, No. 973)";"Lynn Erickson";"2001";"Harlequin"
"0732258049";"The fiftieth gate: A journey through memory";"Mark Raphael Baker";"1997";"Flamingo"
"3458080015";"Insel B√?¬ºcherei, Nr.1, Die Weise von Liebe und Tod des Cornets Christoph Rilke";"Rainer Maria Rilke";"1999";"Insel, Frankfurt"
"3423118709";"Title Kassandra. Erz√?¬§hlung. ( Sammlung Luchterhand im dtv).";"Christa Wolf";"1993";"Dtv"
"0590456814";"Freeze Tag (Point)";"Caroline B. Cooney";"1995";"Scholastic Paperbacks"
"055305340X";"A Brief History of Time : From the Big Bang to Black Holes";"Stephen W. Hawking";"1988";"Bantam"
"037302973X";"Snowfire (Harlequin Romance, No 2973)";"Dana James";"1989";"Harlequin"
"0373030266";"Game Plan (Harlequin Romance, No 3026)";"Rosemary Hammond";"1989";"Harlequin"
"037303203X";"Runaway From Love (Harlequin Romance, No. 3203)";"Jessica Steele";"1992";"Harlequin"
"0373290969";"Bachelor Tax (Harlequin Historical, No. 496)";"Carolyn Davidson";"2000";"Harlequin"
"0061083097";"Someday Soon";"Debbie Macomber";"1995";"HarperTorch"
"1551660210";"Starlight";"Debbie Macomber";"1995";"Mira"
"1551660350";"Suddenly";"Candace Camp";"1996";"Mira"
"0061052477";"Ruins (The X-Files)";"Kevin J. Anderson";"1996";"Harpercollins"
"020140964X";"Grossology: The Science of Really Gross Things (Grossology (Paperback))";"Sylvia Branzei";"1995";"Planet Dexter"
"0765346672";"Gravelight (\"Light\")";"Marion Zimmer Bradley";"2003";"Tor Books"
"0553275704";"The Sisterhood";"Michael Palmer";"1991";"Bantam Books"
"0446600989";"Prisoner's Hope (Seafort Saga)";"David Feintuch";"1995";"Warner Books"
"0590425080";"Stacey and the Mystery of Stoneybrook (Baby-Sitters Club, 35)";"Ann M. Martin";"1990";"Scholastic"
"0373706642";"Man Of My Dreams  (Family Man) (Harlequin Superromance, No 664)";"Margot Dalton";"1995";"Harlequin"
"0380798581";"He Shall Thunder in the Sky";"Elizabeth Peters";"2001";"Avon"
"0373255977";"Personal Touch (Harlequin Temptation, No 497)";"Candace Schuler";"1994";"Harlequin"
"0312113471";"Kerouac: A Biography";"Ann Charters";"1994";"St. Martin's Press"
"0425162400";"The Maltese Goddess: An Archaeological Mystery (Archaeological Mysteries)";"Lyn Hamilton";"1998";"Prime Crime"
"0316211389";"Streisand: A Biography";"Anne Edwards";"1997";"Little Brown & Co"
"0373288956";"Welshman'S Way (Harlequin Historical, No 295)";"Molly Moore";"1995";"Harlequin"
"0373291167";"My Lady's Dare (Harlequin Historical #516)";"Jim Wilson";"2000";"Harlequin"
"0440505712";"The Nitpicker's Guide for Next Generation Trekkers, Vol. 2";"PHIL FARRAND";"1993";"Dell"
"0345354915";"Split Infinity (Apprentice Adept (Paperback))";"PIERS ANTHONY";"1987";"Del Rey"
"0345352459";"Blue Adept (Apprentice Adept (Paperback))";"Piers Anthony";"1991";"Del Rey Books"
"2290312924";"Le Cycle d'Ender, tome 2 : La Voix des morts";"Scott Card Orson";"2001";"J'ai lu"
"2290308285";"Le Cycle d'Ender, tome 1 : La Strat√?¬©gie Ender";"Scott Card Orson";"2001";"J'ai lu"
"0670858382";"The Night Room";"E. M. Goldman";"1995";"Viking Books"
"1578560209";"War Paint (Secret Sisters No. 6)";"Sandra Byrd";"1998";"Waterbrook Press"
"0816743274";"Wild America: A Novelization";"Ron Fontes";"1997";"Troll Communications"
"0671881973";"FLYING TOO HIGH (NANCY DREW FILES 106) : FLYING TOO HIGH (Nancy Drew Files (Paperback))";"Carolyn Keene";"1995";"Simon Pulse"
"0679889434";"The Berenstain Bears and the Perfect Crime (Almost) (Berenstain Bear Big Chapter Books , No 25)";"Stan Berenstain";"1998";"Random House Children's Books"
"8477357862";"Medico, El";"Noah Gordon";"1991";"Ediciones B"
"0373076886";"Guarding Jeannie (The Protectors) (Silhouette Intimate Moments, No 688)";"Wayne Barton";"1995";"Silhouette"
"0373195168";"Code Name: Prince (Royally Wed) (Silhouette Romance, No 1516)";"Valerie Parv";"2001";"Silhouette"
"0373195109";"Blacksheep Prince'S Bride (Royally Wed) (Silhouette Romance, No 1510)";"Martha Shields";"2001";"Silhouette"
"0373240295";"On Mother'S Day (Great Expectations) (Silhouette Special Edition, No 1029)";"Andrea Edwards";"1996";"Silhouette"
"0373167067";"Marley And Her Scrooge (Harlequin American Romance, No 706)";"Emily Dalton";"1997";"Harlequin"
"0525443959";"My Side of the Mountain";"Jean Craighead George";"1988";"Dutton Books"
"0192823523";"The Interpretation of Dreams (Oxford World's Classics)";"Sigmund Freud";"2000";"Oxford University Press"
"0373483287";"Christmas Kisses";"Linda Howard";"1996";"Silhouette"
"8440657285";"La Vida Despues de Dios";"Douglas Coupland";"1996";"Ediciones B"
"0140254188";"Trash";"Amy Yamada";"1996";"Penguin USA"
"0486414132";"Demian (Dover Thrift Editions)";"Hermann Hesse";"2000";"Dover Publications"
"080506284X";"Below Another Sky: A Mountain Adventure in Search of a Lost Father";"Rick Ridgeway";"2001";"Henry Holt & Company"
"0140277471";"Blanche Cleans Up";"Barbara Neely";"1999";"Penguin Books"
"0375409440";"Love";"TONI MORRISON";"2003";"Knopf"
"0375409327";"Don't the Moon Look Lonesome : A novel";"STANLEY CROUCH";"2000";"Pantheon"
"0553055038";"Adventures in Color and Shapes (Disney's Fun to Learn Ser)";"Walt Disney Productions";"1994";"Bantam Books"
"0307231038";"Grover's Book of Cute Little Baby Animals: Featuring Jim Henson's Sesame Street Muppets";"B. G Ford";"1980";"Children's Television Workshop"
"0590444972";"A Very Scary Haunted House (Glows in the Dark)";"Joanne Barkan";"1991";"Scholastic"
"0590922424";"The Magic School Bus Shows and Tells: A Book About Archaeology (Magic School Bus)";"Jackie Posner";"1997";"Scholastic"
"063403541X";"Bridget Jones's Diary: Music from the Motion Picture";"Various";"2001";"Hal Leonard Publishing Corporation"
"0553128973";"The Evil That Men Do";"R Lance Hill";"1984";"Bantam Books"
"0385333676";"The First Billion";"CHRISTOPHER REICH";"2002";"Delacorte Press"
"0312978340";"The Skull Mantra";"Eliot Pattison";"2001";"St. Martin's Paperbacks"
"0812509560";"Sacrifice";"John Farris";"1995";"Tor Books (Mm)"
"0345274695";"Harpist In the Wind";"Patricia A. McKillip";"1980";"Ballantine Books"
"0449244431";"Hidden Target -4";"MacInnes";"1982";"Not Avail"
"0679832386";"Revolution! (The Young Indiana Jones Chronicles, TV-6)";"Gavin Scott";"1992";"Random House Childrens Books"
"0446354872";"Batman: The Novelization";"Craig Shaw Gardner";"1989";"Warner Books"
"0451178424";"Tommyknockers";"Stephen King";"1993";"Penguin Books"
"0446524077";"Spyder Web";"Tom Grace";"1999";"Warner Books Inc"
"0880380845";"Unearthed Arcana (Official Advanced Dungeons and Dragons)";"Gary Gygax";"1985";"Wizards of the Coast"
"0843105542";"Flutterby";"Stephen Cosgrove";"1995";"Price Stern Sloan Pub"
"0446363073";"Midnight Graffiti";"James Van Hise";"1992";"Warner Books"
"0874067952";"The Monkey's Paw";"W.W. Jacobs";"1995";"Worthington Publishing Company"
"0590934775";"Please Don't Feed the Vampire! (Give Yourself Goosebumps, No 15)";"R. L. Stine";"1997";"Apple"
"0373121962";"Marriage At His Convenience (Wedlocked) (Presents, 2196)";"Jacqueline Baird";"2001";"Harlequin"
"0590623737";"The Case of the Runaway Turtle (Clue Jr, Number 6)";"Parker C. Hinter";"1996";"Scholastic"
"0743201604";"Lick Creek : A Novel";"Brad Kessler";"2001";"Scribner"
"0671700197";"Uncommon Knowledge";"Judy Lewis";"1994";"Pocket Books"
"0671037692";"Long After Midnight";"Ray Bradbury";"2004";"Pocket Books"
"0440457165";"Miss Bianca in the Orient";"Margery Sharp";"1978";"Bantam Books (Mm)"
"0140274286";"Brighton Rock (Essential.penguin S.)";"Graham Greene";"1998";"Penguin Books Ltd"
"0440205085";"Night of the Moonbow";"Thomas Tryon";"1990";"Dell Publishing Company"
"0449224155";"Pearl Moon";"Katherine Stone";"1996";"Ivy Books"
"0671737554";"Yankee Wife";"Linda Lael Miller";"1993";"Pocket"
"0373120001";"Morgan'S Child  (Millenium Celebration) (Harlequin Presents, 2000)";"Anne Mather";"1998";"Harlequin"
"0373035446";"Temporary Engagement (Marrying The Boss) (Harlequin Romance, 3544: Marrying the Boss)";"Jessica Hart";"1999";"Harlequin"
"0451135105";"River of Dreams";"Gay Courter";"1985";"Signet Book"
"0440183278";"STORY OF HENRI TOD";"WILLIAM F. JR BUCKLEY";"1989";"Dell"
"0425156028";"Panama: A Novel";"Eric Zencey";"1997";"Berkley Publishing Group"
"0671795740";"The Gripping Hand";"Larry Niven";"1994";"Pocket"
"0307020193";"Big Bird Brings Spring to Sesame Street (Little Golden Book)";"Lauren Collier Swindler";"1995";"Golden Books"
"0307020223";"Big Bird's Day on the Farm (Sesame Street)";"Golden Books";"1998";"Golden Books"
"0590414275";"The Magic School Bus: Inside the Human Body (Magic School Bus (Paperback))";"Joanna Cole";"1990";"Scholastic"
"1556524412";"The Egyptian: A Novel";"Mika Waltari";"2002";"Chicago Review Press"
"0449209148";"Flaming Tree";"Phyllis A. Whitney";"1989";"Ivy Books"
"0380710056";"Agent of Influence";"David Aaron";"1990";"Harper Mass Market Paperbacks (Mm)"
"0878771018";"Saga of Eric Brighteyes";"H Rider Haggard";"0";"Newcastle Publishing"
"0517559501";"The original Hitchhiker radio scripts";"Douglas Adams";"1985";"Harmony Books"
